,IFT,IFT_pred
1607,42.96,43.52824714285713
1146,36.65,37.83459113095241
1709,41.56,42.049739285714296
289,30.28,30.631324563492072
467,34.78,34.9673182738095
604,33.1,32.82353958333331
66,43.15,43.32205996031747
451,27.94,28.81066708333331
1700,39.37,39.64606367063493
1040,39.3,38.72248053571428
1731,36.12,36.10784232142856
1271,49.39,48.72206214285714
143,25.4,25.6086881547619
1549,40.4,40.68048333333332
716,29.9,30.182844761904775
1341,25.28,25.831230535714276
1309,29.69,32.02321137987012
532,28.36,27.9074546031746
682,30.7,30.449757440476205
89,46.5,46.725050952380904
221,59.0,58.478961329365085
1243,47.78,47.48959910714286
472,31.11,30.952288333333357
623,42.5,44.597641904761915
1502,54.02,52.98193656746034
1446,65.84,66.14275077380952
1760,47.13,47.06455214285711
1499,51.19,51.005218809523825
420,28.09,29.544796309523804
830,65.8,63.25768185064934
140,27.5,27.689123531746045
462,38.26,38.44967251082252
911,39.8,39.645870357142876
105,35.2,35.38785595238095
1373,30.33,30.733787281746036
1688,35.77,35.983537896825375
1551,38.1,37.458639761904735
942,39.6,39.34911519841271
1372,33.51,31.80549047619046
613,23.9,25.04394553571428
1374,29.23,30.355474940476196
1349,55.97,57.105263749999985
1045,35.4,35.033170833333344
518,19.72,22.195800476190467
1201,13.84,16.754695892857146
49,35.04,34.9392956547619
1156,52.28,51.73976549603175
1482,63.49,63.354064583333354
53,29.86,29.710791230158726
1100,48.6,47.94660166666667
1344,21.57,24.3610937698413
1264,53.34,52.260895873015905
818,34.8,34.830966904761915
639,27.3,27.69434301587302
1050,35.7,35.46573365079363
1504,49.17,49.98956546717167
1591,53.2,51.82490053571426
956,33.5,33.3040025793651
25,34.39,34.506816904761905
77,27.52,28.089548333333347
248,66.0,65.29121845238095
1357,43.09,42.62231248015878
1193,32.91,34.68274833333334
1389,45.35,48.193211825396865
969,53.0,52.557706309523844
272,29.7,29.695087023809524
1015,42.4,43.187684047619015
240,29.6,29.285129047619048
905,44.8,45.380295892857156
310,40.21,39.52660470238094
984,44.2,44.129462142857136
1077,33.6,33.69870452380952
241,65.1,65.20257958333333
394,30.05,29.026627976190483
1613,29.92,29.588837460317446
1521,64.76,61.537942261904774
1638,43.58,43.18817712301589
1086,76.1,71.37047321428565
1592,42.14,41.88469095238097
1679,43.09,43.367572261904755
1179,24.35,24.304306774891778
278,31.69,31.014601190476196
1586,48.43,47.8613776785714
585,27.6,28.44304345238095
764,30.8,31.332534642857144
273,25.1,26.119156733405465
378,33.37,34.40202791666667
306,35.19,34.894191666666664
62,33.7,34.20855859126986
260,36.8,36.03893196428571
1512,64.68,64.23620682900436
502,59.93,59.14049146825397
1063,45.0,45.99989071428572
1135,30.99,31.00800837301587
819,31.5,32.7479892857143
1408,61.74,61.593922499999955
252,51.2,50.9870625793651
714,30.3,30.485802738095227
1508,62.01,61.84273309523806
214,73.7,72.32562293650791
