,IFT,IFT_pred
278,31.69,31.72879
1586,48.43,48.384018
585,27.6,27.847252
764,30.8,30.935612
273,25.1,25.271925
378,33.37,32.90671
306,35.19,35.268093
62,33.7,34.026917
260,36.8,36.51991
1512,64.68,64.848915
502,59.93,59.902935
1063,45.0,44.97594
1135,30.99,31.30608
819,31.5,31.672615
1408,61.74,61.849594
252,51.2,51.375595
714,30.3,30.37189
1508,62.01,61.957584
214,73.7,73.5045
875,40.9,41.21998
1437,65.32,65.24225
1490,63.12,62.987453
1376,66.29,66.25698
325,46.92,47.2208
68,39.27,39.262165
895,60.6,60.31572
1429,45.47,45.056557
396,26.65,27.142115
1239,47.3,48.02413
64,51.38,51.417778
854,36.2,35.706886
1139,30.62,30.574118
1318,63.53,62.670284
363,53.65,53.737328
128,29.2,28.805212
760,32.3,31.88866
440,30.19,30.876204
1676,57.12,56.776478
1669,41.56,41.95696
1043,36.1,36.149284
1517,63.71,63.77323
563,46.8,46.583046
702,34.8,34.86992
242,29.3,29.295954
1099,44.1,44.084415
829,26.9,26.566319
1330,32.07,32.050697
1595,30.99,30.698502
359,37.42,36.764687
369,35.57,35.33548
1546,63.0,62.913677
794,32.1,32.606205
1030,45.5,45.371536
1317,65.6,65.01352
1250,49.33,49.392822
1367,35.18,34.94403
536,56.2,56.057846
1007,47.4,47.522995
1458,55.23,55.00395
1441,67.39,67.06518
318,43.04,43.071938
1350,49.63,49.64643
972,48.6,48.60634
56,48.24,48.04268
357,44.79,44.776237
510,32.05,33.26379
1531,60.77,60.990658
1194,28.69,28.61064
1489,53.94,54.140724
1249,40.87,41.325047
1210,31.2,31.332588
10,37.77,38.112495
1542,46.6,47.14547
182,60.69,59.869267
1565,42.37,42.521046
627,38.6,38.504833
1743,39.49,39.55014
1213,29.4,29.500128
1140,30.81,30.840467
946,37.2,37.111595
137,42.6,42.313236
865,52.4,52.278618
907,42.9,42.81312
1324,46.07,45.949062
1468,50.62,50.944897
700,35.6,35.399998
717,34.0,33.818752
1411,59.72,59.838528
1072,38.1,38.05014
1668,43.55,43.69799
125,30.8,30.719948
869,46.8,46.758648
878,38.8,38.836998
1070,38.9,38.78044
256,42.3,42.09639
1354,49.09,48.96515
839,46.1,46.371574
1347,62.92,63.343792
91,37.74,38.21988
1584,19.9,19.935669
16,31.03,30.990934
1293,51.11,51.18911
1378,60.5,60.59305
1071,38.1,38.232285
157,44.09,44.597267
1453,57.24,57.485085
883,35.3,35.152195
990,72.0,71.53358
971,50.9,51.190083
658,46.5,46.312237
382,28.77,28.066702
1242,51.05,51.045406
1617,46.05,46.10776
1569,32.33,32.12873
90,40.72,41.117382
674,32.5,32.660946
429,30.04,30.060822
102,37.55,38.095936
1078,34.4,34.38303
1469,48.54,48.336857
457,27.3,27.511423
1012,45.5,45.45692
614,30.3,30.192776
913,38.9,38.928436
1151,28.96,29.156988
1133,30.79,31.043764
484,30.12,30.483501
43,27.46,27.586761
422,37.54,37.409065
593,43.7,43.443905
38,38.58,38.441402
1136,31.09,30.95991
588,19.3,19.238863
809,39.1,39.138016
1762,44.37,43.845505
453,31.33,31.236805
817,33.5,33.216137
1664,34.29,34.30233
160,25.15,25.616543
1484,56.02,56.196735
1169,26.27,26.458292
1102,54.6,54.99354
474,35.96,36.227623
1281,42.51,42.487556
96,53.66,53.770596
1313,30.38,29.66023
1209,32.5,32.254887
749,36.7,36.57949
788,33.5,33.729122
1122,47.8,47.611805
226,29.1,29.089466
450,26.98,26.995117
876,39.7,39.640564
1671,38.07,38.155098
381,27.52,27.864408
1556,37.7,37.20107
815,34.4,34.48931
1432,44.31,44.00759
1055,55.9,55.897224
648,29.7,29.351923
1301,39.29,39.443237
321,32.16,31.950058
651,19.4,19.516363
1704,36.27,36.356136
948,36.0,35.766556
442,35.95,35.911224
582,22.2,22.088104
750,34.0,33.9167
1409,58.32,57.874237
1010,46.6,46.488323
873,42.6,42.572514
713,36.8,36.725254
371,26.0,25.963516
397,30.3,30.069853
1529,53.18,53.500603
1188,22.82,22.47951
188,23.36,24.342371
921,33.8,33.879696
1577,30.6,30.426668
1604,23.25,23.304247
1618,41.08,41.137794
1199,18.22,18.313896
122,38.8,39.151356
9,42.22,42.3323
1487,61.75,61.767742
164,57.52,58.531902
804,43.8,44.13629
1125,35.3,35.291992
231,29.6,30.617176
373,25.73,25.84727
571,34.7,34.98449
1567,32.98,32.7276
726,41.5,41.28356
271,26.8,26.561329
1732,36.04,36.19411
239,72.0,71.73963
934,46.8,46.74488
1207,44.1,43.882595
76,28.27,28.452547
223,50.5,50.338535
662,37.1,37.21504
642,31.3,31.32292
981,44.5,44.52714
1422,49.22,49.23751
460,32.38,32.68273
311,35.78,36.063366
1042,38.2,38.44297
1215,55.0,55.42808
413,37.5,38.121845
1029,50.3,50.031757
1178,26.41,26.620409
280,29.31,29.587873
499,28.33,28.482237
328,34.49,34.7037
0,39.61,39.010002
572,26.1,26.22321
932,50.0,50.01669
609,27.5,28.169024
741,45.4,45.736782
1185,34.6,34.438107
339,35.12,34.692867
1206,47.5,48.20693
493,43.93,44.204445
1751,42.39,42.38374
781,37.2,37.21464
1120,54.1,54.21953
927,55.1,54.947388
55,50.39,50.270557
350,39.64,39.484554
940,40.6,40.535496
771,49.4,48.95689
39,36.2,35.884163
522,51.55,51.64966
1288,60.76,61.110092
1597,39.01,38.79807
304,35.85,35.72065
215,27.9,27.9973
1322,50.53,50.720207
1395,40.07,40.226845
538,51.23,51.355736
1527,59.4,59.368343
1261,61.32,61.420994
1400,37.66,37.440525
1112,37.1,36.782475
1727,47.15,47.06525
1579,25.1,25.211308
268,30.4,29.905313
1062,47.3,46.743153
152,29.9,30.036505
79,47.67,47.838543
1265,58.12,57.950817
1752,41.42,41.64551
844,38.9,38.89359
389,38.38,38.410843
345,28.62,28.641232
174,54.23,54.044353
1708,43.55,43.388332
1514,57.01,56.9847
24,34.43,34.355522
161,24.85,24.703604
1505,71.28,71.75846
694,40.2,40.29023
119,28.5,27.834305
1082,33.4,33.822365
262,34.2,33.9035
570,26.7,26.710184
1702,37.19,37.265923
1192,18.42,18.618135
81,41.65,41.336014
1463,53.41,53.36055
738,38.5,38.601967
1571,41.7,41.48306
1245,52.46,52.34305
1692,34.01,33.98247
410,29.8,29.712008
113,32.0,31.786877
1493,55.58,55.69924
435,44.92,44.528976
83,34.35,34.55659
92,35.57,35.64444
301,42.14,42.013412
19,40.05,40.07613
185,45.84,45.715576
227,39.8,39.283432
1233,57.23,57.50552
333,50.42,50.559776
1255,72.08,71.90907
508,40.49,40.318504
1452,60.1,59.33227
314,27.42,27.80923
1748,46.59,46.976498
790,32.9,32.901676
1605,21.64,21.63248
551,29.92,29.879086
671,54.1,54.432934
1262,60.03,59.62518
1161,34.08,33.292843
1049,33.4,33.539093
1552,55.2,54.8279
1204,63.7,63.67268
340,40.17,40.471638
1085,30.1,30.02014
307,35.02,35.023636
922,35.8,36.0346
1182,23.42,23.28808
17,29.87,30.392155
67,39.7,40.145813
1538,52.92,52.851006
1510,69.71,69.50415
721,30.8,30.627472
112,27.6,27.088907
1603,29.07,29.156729
725,27.4,27.556541
516,24.81,25.108004
1691,34.49,34.44766
1126,66.95,67.19708
415,41.13,41.80087
1497,57.28,57.21304
263,29.5,29.362043
1616,54.09,53.672417
846,38.4,38.397984
291,30.25,30.186598
1287,63.51,63.80853
251,36.1,35.75186
605,30.8,30.910376
1572,31.7,31.410038
1438,62.01,61.94975
1025,56.9,57.18651
1399,37.87,37.688766
380,27.53,27.466341
1532,58.39,58.17422
967,55.5,55.35465
367,40.04,40.197308
402,30.29,30.128014
678,31.9,31.752157
1583,22.2,21.921917
1026,53.9,53.828262
1119,39.0,39.284115
899,53.5,53.398407
535,24.41,24.584011
951,32.1,32.338238
979,46.2,46.268425
496,33.47,33.444935
1598,31.76,31.301527
459,29.88,29.98401
1308,33.15,32.781185
211,12.4,13.194129
937,42.9,42.88306
1434,41.64,41.89631
173,59.16,59.149647
1311,34.14,33.94609
192,70.9,70.90744
142,26.7,26.925022
1436,68.72,68.97385
1216,58.0,57.5597
1750,43.15,43.380177
1425,47.71,47.710186
229,35.7,35.717556
569,37.0,37.050262
758,31.7,32.063522
1241,53.74,53.529057
597,39.2,38.995235
761,30.6,30.717636
154,29.8,29.855158
1454,54.0,53.80849
1427,47.02,47.23113
884,36.3,36.55941
1205,57.1,57.182487
1359,41.84,41.6521
1018,43.1,43.1126
1599,28.31,28.335234
74,30.1,31.157547
808,39.0,39.11118
414,39.5,39.66475
1459,52.18,52.354404
1230,65.97,66.071434
930,54.2,54.014915
640,32.3,32.59573
233,31.3,31.21079
20,36.83,36.837902
1628,43.29,43.14745
29,39.37,39.10487
803,45.8,46.042553
882,37.2,37.311802
1054,62.5,62.86613
290,30.51,30.593624
914,38.3,38.14084
1276,45.7,45.82732
1093,45.2,45.161926
1111,28.9,28.742954
114,25.9,25.394922
1115,27.4,27.645002
465,31.41,31.148726
889,31.9,32.133797
167,42.17,41.565464
407,26.78,26.549038
320,34.09,34.09594
1689,35.19,35.05631
897,56.9,56.93055
1101,43.6,43.310604
704,34.2,34.242992
920,36.5,36.484745
566,27.7,27.992317
1555,40.6,40.49002
598,36.9,36.368717
257,31.4,31.078041
255,32.0,31.561096
727,26.2,26.133444
705,45.5,45.68444
987,42.4,42.516167
497,31.2,30.72998
898,53.6,53.837154
130,29.7,29.171911
1726,61.04,61.03332
100,39.86,40.12474
171,23.41,23.889576
491,51.15,51.50198
1647,44.04,44.195583
1477,64.58,64.79438
110,29.2,30.468472
1224,36.0,36.126175
1020,42.4,42.46749
1226,70.19,70.04956
712,30.9,30.935375
827,27.3,27.163794
1479,56.9,56.956524
1019,41.1,41.09328
1160,36.76,36.66946
1544,38.3,38.26303
960,68.7,69.18157
