,IFT,IFT_pred
118,27.0,25.720922
888,34.8,34.938755
288,31.19,32.29196
847,39.5,38.669254
893,31.0,29.933672
619,21.2,22.863235
855,34.8,34.726017
51,31.14,31.162882
156,50.25,53.681046
711,38.8,38.85663
769,52.7,52.74544
919,34.7,33.53399
825,28.1,29.9298
1340,26.03,27.624275
1036,40.7,39.62111
976,47.2,46.99207
1575,44.04,43.047234
1105,32.2,31.013659
1753,40.83,39.45538
1600,27.16,27.923695
1187,25.55,22.021292
908,40.7,38.942688
1366,33.69,33.557316
426,29.69,28.060955
282,28.0,28.18346
1254,38.23,40.50622
293,38.59,39.16815
33,38.43,38.54138
838,41.8,40.364086
1548,46.4,49.750954
1559,40.6,42.64246
126,32.6,28.319252
463,41.47,41.810646
1740,41.9,42.02879
1619,36.39,39.05545
652,29.3,28.658327
787,32.3,34.12153
1212,29.8,29.40887
1225,73.6,71.81598
424,41.79,42.61022
515,26.91,26.389254
1022,65.5,65.54262
1467,52.5,52.232082
746,34.1,33.928947
1334,28.12,30.387854
1236,58.24,55.905243
315,27.51,27.618025
432,36.66,37.374275
283,28.44,26.700502
961,65.5,65.65423
1665,34.09,34.353188
87,52.33,52.151913
388,35.43,35.925278
1588,34.09,34.515045
344,29.41,29.063398
966,50.9,52.918636
1382,54.83,57.261993
1608,31.66,31.355305
695,28.7,29.35135
1273,44.98,44.40345
1539,50.49,51.04626
654,61.0,59.473515
851,36.7,36.49763
1127,60.56,61.43848
300,46.96,45.048824
334,46.94,47.334927
653,18.9,19.621822
475,39.43,38.86015
1718,46.36,45.26803
912,39.7,39.678623
436,46.77,46.744534
1066,41.7,41.744495
1320,52.92,49.111916
513,29.07,27.96926
1266,54.65,54.69992
495,36.87,37.621872
806,40.8,41.408577
212,29.1,28.365944
1379,57.15,56.768436
1648,32.2,32.81889
47,42.73,43.643227
697,27.9,29.107605
1303,37.49,37.162342
557,21.23,22.590343
1186,29.0,27.959343
346,27.49,27.75301
762,31.6,30.971863
1423,47.87,47.460335
1306,36.16,36.82179
1428,46.09,45.850098
292,43.64,45.604107
246,28.2,28.914639
1370,32.72,28.92069
1075,35.3,34.922894
1202,12.73,13.898372
1121,36.7,36.556015
1158,45.3,45.62246
1005,48.2,48.13427
395,28.23,28.34054
589,26.7,26.96882
1682,38.52,38.836346
1080,34.1,34.081978
1629,40.91,40.760803
1471,68.8,67.74319
370,35.07,35.21797
795,28.8,29.307068
703,48.9,50.80039
1450,64.77,62.06126
546,33.81,34.735313
189,23.58,26.816645
1041,38.4,38.42407
1356,40.96,38.237114
