Temperature,Pressure,Methane,Nitrogen,M1_conc,M2_conc,Salttype,D_change,Phase,IFT
60,6,0,0,0,0,Water,,LIQUID,43.1
75,6,0,0,0,0,Water,,LIQUID,43.6
100,6,0,0,0,0,Water,,LIQUID,47.5
125,6,0,0,0,0,Water,,LIQUID,50.5
20,8,0,0,0,0,Water,,LIQUID,29.1
25,8,0,0,0,0,Water,,LIQUID,30.6
26,8,0,0,0,0,Water,,LIQUID,30.8
28,8,0,0,0,0,Water,,LIQUID,32.8
30,8,0,0,0,0,Water,,LIQUID,33.5
32,8,0,0,0,0,Water,,SC,34.8
34,8,0,0,0,0,Water,,SC,27.3
35,8,0,0,0,0,Water,,SC,27.4
36,8,0,0,0,0,Water,,SC,27.5
41,8,0,0,0,0,Water,,SC,28.5
60,8,0,0,0,0,Water,,SC,37.9
75,8,0,0,0,0,Water,,SC,38.6
100,8,0,0,0,0,Water,,SC,41.7
125,8,0,0,0,0,Water,,SC,44.6
20,12,0,0,0,0,Water,,LIQUID,25.1
25,12,0,0,0,0,Water,,LIQUID,26.5
26,12,0,0,0,0,Water,,LIQUID,26.9
28,12,0,0,0,0,Water,,LIQUID,27.4
30,12,0,0,0,0,Water,,LIQUID,27.7
32,12,0,0,0,0,Water,,SC,28.6
34,12,0,0,0,0,Water,,SC,18.5
35,12,0,0,0,0,Water,,SC,18.6
36,12,0,0,0,0,Water,,SC,19
41,12,0,0,0,0,Water,,SC,19.9
60,12,0,0,0,0,Water,,SC,31.2
75,12,0,0,0,0,Water,,SC,34.5
100,12,0,0,0,0,Water,,SC,37.6
125,12,0,0,0,0,Water,,SC,39.6
20,17.4,0,0,0,0,Water,,LIQUID,23.2
25,17.4,0,0,0,0,Water,,LIQUID,24.9
26,17.4,0,0,0,0,Water,,LIQUID,25
28,17.4,0,0,0,0,Water,,LIQUID,25.8
30,17.4,0,0,0,0,Water,,LIQUID,26.4
32,17.4,0,0,0,0,Water,,SC,27.4
34,17.4,0,0,0,0,Water,,SC,16.4
35,17.4,0,0,0,0,Water,,SC,16.6
36,17.4,0,0,0,0,Water,,SC,17.3
41,17.4,0,0,0,0,Water,,SC,17.8
60,17.4,0,0,0,0,Water,,SC,29.4
75,17.4,0,0,0,0,Water,,SC,31.5
100,17.4,0,0,0,0,Water,,SC,32.9
125,17.4,0,0,0,0,Water,,SC,36.1
20,27,0,0,0,0,Water,,LIQUID,18.9
25,27,0,0,0,0,Water,,LIQUID,21.1
26,27,0,0,0,0,Water,,LIQUID,21.3
28,27,0,0,0,0,Water,,LIQUID,22.3
30,27,0,0,0,0,Water,,LIQUID,25.7
32,27,0,0,0,0,Water,,SC,26.1
34,27,0,0,0,0,Water,,SC,16.1
35,27,0,0,0,0,Water,,SC,16.3
36,27,0,0,0,0,Water,,SC,16.6
41,27,0,0,0,0,Water,,SC,16.9
60,27,0,0,0,0,Water,,SC,28.8
75,27,0,0,0,0,Water,,SC,29.9
100,27,0,0,0,0,Water,,SC,32.1
125,27,0,0,0,0,Water,,SC,33.2
20,2,0,0,1.75973913,0.391416049,Multiple,,GAS,63.5
25,2,0,0,1.75973913,0.391416049,Multiple,,GAS,63.9
26,2,0,0,1.75973913,0.391416049,Multiple,,GAS,64.1
28,2,0,0,1.75973913,0.391416049,Multiple,,GAS,64.6
30,2,0,0,1.75973913,0.391416049,Multiple,,GAS,65.1
32,2,0,0,1.75973913,0.391416049,Multiple,,LIQUID,65.4
34,2,0,0,1.75973913,0.391416049,Multiple,,LIQUID,65.2
35,2,0,0,1.75973913,0.391416049,Multiple,,LIQUID,65.6
36,2,0,0,1.75973913,0.391416049,Multiple,,LIQUID,66
41,2,0,0,1.75973913,0.391416049,Multiple,,LIQUID,66.1
60,2,0,0,1.75973913,0.391416049,Multiple,,LIQUID,67.1
75,2,0,0,1.75973913,0.391416049,Multiple,,LIQUID,67.5
100,2,0,0,1.75973913,0.391416049,Multiple,,LIQUID,68.9
125,2,0,0,1.75973913,0.391416049,Multiple,,LIQUID,69.3
20,4,0,0,1.75973913,0.391416049,Multiple,,GAS,51.1
25,4,0,0,1.75973913,0.391416049,Multiple,,GAS,51.3
26,4,0,0,1.75973913,0.391416049,Multiple,,GAS,51.5
28,4,0,0,1.75973913,0.391416049,Multiple,,GAS,52
30,4,0,0,1.75973913,0.391416049,Multiple,,GAS,52.5
32,4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,51
34,4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,46.5
35,4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,47.8
36,4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,48.5
41,4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,51.2
60,4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,53
75,4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,55.5
100,4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,59.5
125,4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,62.8
20,6,0,0,1.75973913,0.391416049,Multiple,,GAS,45.3
25,6,0,0,1.75973913,0.391416049,Multiple,,GAS,46
26,6,0,0,1.75973913,0.391416049,Multiple,,GAS,46.3
28,6,0,0,1.75973913,0.391416049,Multiple,,GAS,46.8
30,6,0,0,1.75973913,0.391416049,Multiple,,GAS,47
32,6,0,0,1.75973913,0.391416049,Multiple,,LIQUID,45.6
34,6,0,0,1.75973913,0.391416049,Multiple,,LIQUID,42.6
35,6,0,0,1.75973913,0.391416049,Multiple,,LIQUID,43.1
36,6,0,0,1.75973913,0.391416049,Multiple,,LIQUID,43.7
41,6,0,0,1.75973913,0.391416049,Multiple,,LIQUID,44.3
60,6,0,0,1.75973913,0.391416049,Multiple,,LIQUID,45.1
75,6,0,0,1.75973913,0.391416049,Multiple,,LIQUID,48.8
100,6,0,0,1.75973913,0.391416049,Multiple,,LIQUID,53.1
125,6,0,0,1.75973913,0.391416049,Multiple,,LIQUID,56.5
20,8,0,0,1.75973913,0.391416049,Multiple,,LIQUID,41.3
25,8,0,0,1.75973913,0.391416049,Multiple,,LIQUID,41.7
26,8,0,0,1.75973913,0.391416049,Multiple,,LIQUID,42
28,8,0,0,1.75973913,0.391416049,Multiple,,LIQUID,42.5
30,8,0,0,1.75973913,0.391416049,Multiple,,LIQUID,43.2
32,8,0,0,1.75973913,0.391416049,Multiple,,SC,42.9
34,8,0,0,1.75973913,0.391416049,Multiple,,SC,34.4
35,8,0,0,1.75973913,0.391416049,Multiple,,SC,35.5
36,8,0,0,1.75973913,0.391416049,Multiple,,SC,36.1
41,8,0,0,1.75973913,0.391416049,Multiple,,SC,37.2
60,8,0,0,1.75973913,0.391416049,Multiple,,SC,40.5
75,8,0,0,1.75973913,0.391416049,Multiple,,SC,42.9
100,8,0,0,1.75973913,0.391416049,Multiple,,SC,46.2
125,8,0,0,1.75973913,0.391416049,Multiple,,SC,49.1
20,12,0,0,1.75973913,0.391416049,Multiple,,LIQUID,31.3
25,12,0,0,1.75973913,0.391416049,Multiple,,LIQUID,31.8
26,12,0,0,1.75973913,0.391416049,Multiple,,LIQUID,32.2
28,12,0,0,1.75973913,0.391416049,Multiple,,LIQUID,33
30,12,0,0,1.75973913,0.391416049,Multiple,,LIQUID,33.5
32,12,0,0,1.75973913,0.391416049,Multiple,,SC,33.1
34,12,0,0,1.75973913,0.391416049,Multiple,,SC,27.7
35,12,0,0,1.75973913,0.391416049,Multiple,,SC,28.1
36,12,0,0,1.75973913,0.391416049,Multiple,,SC,28.5
41,12,0,0,1.75973913,0.391416049,Multiple,,SC,29.2
60,12,0,0,1.75973913,0.391416049,Multiple,,SC,34.2
75,12,0,0,1.75973913,0.391416049,Multiple,,SC,35.9
100,12,0,0,1.75973913,0.391416049,Multiple,,SC,37.8
125,12,0,0,1.75973913,0.391416049,Multiple,,SC,39.2
20,17.4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,28.4
25,17.4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,28.7
26,17.4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,29
28,17.4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,29.9
30,17.4,0,0,1.75973913,0.391416049,Multiple,,LIQUID,31
32,17.4,0,0,1.75973913,0.391416049,Multiple,,SC,30.5
34,17.4,0,0,1.75973913,0.391416049,Multiple,,SC,26
35,17.4,0,0,1.75973913,0.391416049,Multiple,,SC,26.1
36,17.4,0,0,1.75973913,0.391416049,Multiple,,SC,26.1
41,17.4,0,0,1.75973913,0.391416049,Multiple,,SC,26.5
60,17.4,0,0,1.75973913,0.391416049,Multiple,,SC,30.4
75,17.4,0,0,1.75973913,0.391416049,Multiple,,SC,33.1
100,17.4,0,0,1.75973913,0.391416049,Multiple,,SC,35
125,17.4,0,0,1.75973913,0.391416049,Multiple,,SC,37.4
20,27,0,0,1.75973913,0.391416049,Multiple,,LIQUID,25.8
25,27,0,0,1.75973913,0.391416049,Multiple,,LIQUID,26.5
26,27,0,0,1.75973913,0.391416049,Multiple,,LIQUID,27.1
28,27,0,0,1.75973913,0.391416049,Multiple,,LIQUID,27.4
30,27,0,0,1.75973913,0.391416049,Multiple,,LIQUID,28.2
32,27,0,0,1.75973913,0.391416049,Multiple,,SC,27.8
34,27,0,0,1.75973913,0.391416049,Multiple,,SC,25.5
35,27,0,0,1.75973913,0.391416049,Multiple,,SC,25.9
36,27,0,0,1.75973913,0.391416049,Multiple,,SC,26
41,27,0,0,1.75973913,0.391416049,Multiple,,SC,26.1
60,27,0,0,1.75973913,0.391416049,Multiple,,SC,29.5
75,27,0,0,1.75973913,0.391416049,Multiple,,SC,31.7
100,27,0,0,1.75973913,0.391416049,Multiple,,SC,34.2
125,27,0,0,1.75973913,0.391416049,Multiple,,SC,36.3
20,2,0,0,4.086956522,0.764320988,Multiple,,GAS,68.1
25,2,0,0,4.086956522,0.764320988,Multiple,,GAS,69.8
26,2,0,0,4.086956522,0.764320988,Multiple,,GAS,69.9
28,2,0,0,4.086956522,0.764320988,Multiple,,GAS,70.1
30,2,0,0,4.086956522,0.764320988,Multiple,,GAS,62.7
32,2,0,0,4.086956522,0.764320988,Multiple,,LIQUID,61.4
34,2,0,0,4.086956522,0.764320988,Multiple,,LIQUID,62.7
35,2,0,0,4.086956522,0.764320988,Multiple,,LIQUID,63.1
36,2,0,0,4.086956522,0.764320988,Multiple,,LIQUID,66.5
41,2,0,0,4.086956522,0.764320988,Multiple,,LIQUID,67.4
60,2,0,0,4.086956522,0.764320988,Multiple,,LIQUID,67.9
75,2,0,0,4.086956522,0.764320988,Multiple,,LIQUID,69.3
100,2,0,0,4.086956522,0.764320988,Multiple,,LIQUID,69.7
125,2,0,0,4.086956522,0.764320988,Multiple,,LIQUID,70.5
20,4,0,0,4.086956522,0.764320988,Multiple,,GAS,64.3
25,4,0,0,4.086956522,0.764320988,Multiple,,GAS,65.5
26,4,0,0,4.086956522,0.764320988,Multiple,,GAS,65.9
28,4,0,0,4.086956522,0.764320988,Multiple,,GAS,66.5
30,4,0,0,4.086956522,0.764320988,Multiple,,GAS,55.4
32,4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,54.8
34,4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,56.2
35,4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,58.9
36,4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,60.1
41,4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,61.4
60,4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,62.8
75,4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,64.4
100,4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,65.9
125,4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,67.8
20,6,0,0,4.086956522,0.764320988,Multiple,,GAS,55.3
25,6,0,0,4.086956522,0.764320988,Multiple,,GAS,56.8
26,6,0,0,4.086956522,0.764320988,Multiple,,GAS,57.2
28,6,0,0,4.086956522,0.764320988,Multiple,,GAS,57.8
30,6,0,0,4.086956522,0.764320988,Multiple,,GAS,47.8
32,6,0,0,4.086956522,0.764320988,Multiple,,LIQUID,47.3
34,6,0,0,4.086956522,0.764320988,Multiple,,LIQUID,48.5
35,6,0,0,4.086956522,0.764320988,Multiple,,LIQUID,50.2
36,6,0,0,4.086956522,0.764320988,Multiple,,LIQUID,52.4
41,6,0,0,4.086956522,0.764320988,Multiple,,LIQUID,53.5
60,6,0,0,4.086956522,0.764320988,Multiple,,LIQUID,56.6
75,6,0,0,4.086956522,0.764320988,Multiple,,LIQUID,59.5
100,6,0,0,4.086956522,0.764320988,Multiple,,LIQUID,62.5
125,6,0,0,4.086956522,0.764320988,Multiple,,LIQUID,64.5
20,8,0,0,4.086956522,0.764320988,Multiple,,LIQUID,47.8
25,8,0,0,4.086956522,0.764320988,Multiple,,LIQUID,49.3
26,8,0,0,4.086956522,0.764320988,Multiple,,LIQUID,50.3
28,8,0,0,4.086956522,0.764320988,Multiple,,LIQUID,50.8
30,8,0,0,4.086956522,0.764320988,Multiple,,LIQUID,42.9
32,8,0,0,4.086956522,0.764320988,Multiple,,SC,41.8
34,8,0,0,4.086956522,0.764320988,Multiple,,SC,43
35,8,0,0,4.086956522,0.764320988,Multiple,,SC,44.9
36,8,0,0,4.086956522,0.764320988,Multiple,,SC,46.4
41,8,0,0,4.086956522,0.764320988,Multiple,,SC,48.6
60,8,0,0,4.086956522,0.764320988,Multiple,,SC,52.1
75,8,0,0,4.086956522,0.764320988,Multiple,,SC,55.8
100,8,0,0,4.086956522,0.764320988,Multiple,,SC,58.6
125,8,0,0,4.086956522,0.764320988,Multiple,,SC,62.4
20,12,0,0,4.086956522,0.764320988,Multiple,,LIQUID,42.2
25,12,0,0,4.086956522,0.764320988,Multiple,,LIQUID,43.8
26,12,0,0,4.086956522,0.764320988,Multiple,,LIQUID,44.5
28,12,0,0,4.086956522,0.764320988,Multiple,,LIQUID,44.9
30,12,0,0,4.086956522,0.764320988,Multiple,,LIQUID,36.5
32,12,0,0,4.086956522,0.764320988,Multiple,,SC,34.2
34,12,0,0,4.086956522,0.764320988,Multiple,,SC,36.2
35,12,0,0,4.086956522,0.764320988,Multiple,,SC,38.6
36,12,0,0,4.086956522,0.764320988,Multiple,,SC,39.5
41,12,0,0,4.086956522,0.764320988,Multiple,,SC,41.2
60,12,0,0,4.086956522,0.764320988,Multiple,,SC,46.1
75,12,0,0,4.086956522,0.764320988,Multiple,,SC,49.9
100,12,0,0,4.086956522,0.764320988,Multiple,,SC,53.1
125,12,0,0,4.086956522,0.764320988,Multiple,,SC,56
20,17.4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,38.9
25,17.4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,40.5
26,17.4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,41
28,17.4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,41.6
30,17.4,0,0,4.086956522,0.764320988,Multiple,,LIQUID,33.1
32,17.4,0,0,4.086956522,0.764320988,Multiple,,SC,31.9
34,17.4,0,0,4.086956522,0.764320988,Multiple,,SC,32.1
35,17.4,0,0,4.086956522,0.764320988,Multiple,,SC,34
36,17.4,0,0,4.086956522,0.764320988,Multiple,,SC,35.1
41,17.4,0,0,4.086956522,0.764320988,Multiple,,SC,36.8
60,17.4,0,0,4.086956522,0.764320988,Multiple,,SC,42
75,17.4,0,0,4.086956522,0.764320988,Multiple,,SC,44.7
100,17.4,0,0,4.086956522,0.764320988,Multiple,,SC,46.4
125,17.4,0,0,4.086956522,0.764320988,Multiple,,SC,48.6
20,27,0,0,4.086956522,0.764320988,Multiple,,LIQUID,36.2
25,27,0,0,4.086956522,0.764320988,Multiple,,LIQUID,37.9
26,27,0,0,4.086956522,0.764320988,Multiple,,LIQUID,38.4
28,27,0,0,4.086956522,0.764320988,Multiple,,LIQUID,38.9
30,27,0,0,4.086956522,0.764320988,Multiple,,LIQUID,31.5
32,27,0,0,4.086956522,0.764320988,Multiple,,SC,29.8
34,27,0,0,4.086956522,0.764320988,Multiple,,SC,30.1
35,27,0,0,4.086956522,0.764320988,Multiple,,SC,30.8
36,27,0,0,4.086956522,0.764320988,Multiple,,SC,31.5
41,27,0,0,4.086956522,0.764320988,Multiple,,SC,34.9
60,27,0,0,4.086956522,0.764320988,Multiple,,SC,36.7
75,27,0,0,4.086956522,0.764320988,Multiple,,SC,40.1
100,27,0,0,4.086956522,0.764320988,Multiple,,SC,41.1
125,27,0,0,4.086956522,0.764320988,Multiple,,SC,42.5
25,2,0,0,1.081334448,0.11699928,Multiple,,GAS,62.9
41,2,0,0,1.081334448,0.11699928,Multiple,,LIQUID,65.8
74,2,0,0,1.081334448,0.11699928,Multiple,,LIQUID,66.9
125,2,0,0,1.081334448,0.11699928,Multiple,,LIQUID,68.9
25,4,0,0,1.081334448,0.11699928,Multiple,,GAS,50.5
41,4,0,0,1.081334448,0.11699928,Multiple,,LIQUID,45.9
74,4,0,0,1.081334448,0.11699928,Multiple,,LIQUID,54.2
125,4,0,0,1.081334448,0.11699928,Multiple,,LIQUID,61.5
25,6,0,0,1.081334448,0.11699928,Multiple,,GAS,44.9
41,6,0,0,1.081334448,0.11699928,Multiple,,LIQUID,37.9
74,6,0,0,1.081334448,0.11699928,Multiple,,LIQUID,47.3
125,6,0,0,1.081334448,0.11699928,Multiple,,LIQUID,55.5
25,8,0,0,1.081334448,0.11699928,Multiple,,LIQUID,39.9
41,8,0,0,1.081334448,0.11699928,Multiple,,SC,32.7
74,8,0,0,1.081334448,0.11699928,Multiple,,SC,41.9
125,8,0,0,1.081334448,0.11699928,Multiple,,SC,47.5
25,12,0,0,1.081334448,0.11699928,Multiple,,LIQUID,31
41,12,0,0,1.081334448,0.11699928,Multiple,,SC,25.5
74,12,0,0,1.081334448,0.11699928,Multiple,,SC,34.3
125,12,0,0,1.081334448,0.11699928,Multiple,,SC,38.9
25,17.4,0,0,1.081334448,0.11699928,Multiple,,LIQUID,28.2
41,17.4,0,0,1.081334448,0.11699928,Multiple,,SC,23.8
74,17.4,0,0,1.081334448,0.11699928,Multiple,,SC,31.9
125,17.4,0,0,1.081334448,0.11699928,Multiple,,SC,35.2
25,27,0,0,1.081334448,0.11699928,Multiple,,LIQUID,25.1
41,27,0,0,1.081334448,0.11699928,Multiple,,SC,22.5
74,27,0,0,1.081334448,0.11699928,Multiple,,SC,30.5
125,27,0,0,1.081334448,0.11699928,Multiple,,SC,33.4
25,2,0,0,2.832107023,0.532849794,Multiple,,GAS,69.3
41,2,0,0,2.832107023,0.532849794,Multiple,,LIQUID,66.3
74,2,0,0,2.832107023,0.532849794,Multiple,,LIQUID,68.5
125,2,0,0,2.832107023,0.532849794,Multiple,,LIQUID,69.8
25,4,0,0,2.832107023,0.532849794,Multiple,,GAS,63
41,4,0,0,2.832107023,0.532849794,Multiple,,LIQUID,55.2
74,4,0,0,2.832107023,0.532849794,Multiple,,LIQUID,59.8
125,4,0,0,2.832107023,0.532849794,Multiple,,LIQUID,63.6
25,6,0,0,2.832107023,0.532849794,Multiple,,GAS,54.2
41,6,0,0,2.832107023,0.532849794,Multiple,,LIQUID,47.9
74,6,0,0,2.832107023,0.532849794,Multiple,,LIQUID,54.6
125,6,0,0,2.832107023,0.532849794,Multiple,,LIQUID,59
25,8,0,0,2.832107023,0.532849794,Multiple,,LIQUID,47.7
41,8,0,0,2.832107023,0.532849794,Multiple,,SC,40.4
74,8,0,0,2.832107023,0.532849794,Multiple,,SC,46.1
125,8,0,0,2.832107023,0.532849794,Multiple,,SC,56.7
25,12,0,0,2.832107023,0.532849794,Multiple,,LIQUID,42.9
41,12,0,0,2.832107023,0.532849794,Multiple,,SC,36.6
74,12,0,0,2.832107023,0.532849794,Multiple,,SC,42.7
125,12,0,0,2.832107023,0.532849794,Multiple,,SC,51.2
25,17.4,0,0,2.832107023,0.532849794,Multiple,,LIQUID,39.8
41,17.4,0,0,2.832107023,0.532849794,Multiple,,SC,34
74,17.4,0,0,2.832107023,0.532849794,Multiple,,SC,37.5
125,17.4,0,0,2.832107023,0.532849794,Multiple,,SC,44.1
25,27,0,0,2.832107023,0.532849794,Multiple,,LIQUID,37.1
41,27,0,0,2.832107023,0.532849794,Multiple,,SC,33.4
74,27,0,0,2.832107023,0.532849794,Multiple,,SC,34.5
125,27,0,0,2.832107023,0.532849794,Multiple,,SC,40.1
25,2,0,0,3.320936455,0.755376543,Multiple,,GAS,69.5
41,2,0,0,3.320936455,0.755376543,Multiple,,LIQUID,66.5
74,2,0,0,3.320936455,0.755376543,Multiple,,LIQUID,69.1
125,2,0,0,3.320936455,0.755376543,Multiple,,LIQUID,69.9
25,4,0,0,3.320936455,0.755376543,Multiple,,GAS,64.2
41,4,0,0,3.320936455,0.755376543,Multiple,,LIQUID,59.5
74,4,0,0,3.320936455,0.755376543,Multiple,,LIQUID,62
125,4,0,0,3.320936455,0.755376543,Multiple,,LIQUID,64.5
25,6,0,0,3.320936455,0.755376543,Multiple,,GAS,55.2
41,6,0,0,3.320936455,0.755376543,Multiple,,LIQUID,49.5
74,6,0,0,3.320936455,0.755376543,Multiple,,LIQUID,57
125,6,0,0,3.320936455,0.755376543,Multiple,,LIQUID,60.9
25,8,0,0,3.320936455,0.755376543,Multiple,,LIQUID,48.2
41,8,0,0,3.320936455,0.755376543,Multiple,,SC,47.6
74,8,0,0,3.320936455,0.755376543,Multiple,,SC,51.1
125,8,0,0,3.320936455,0.755376543,Multiple,,SC,59.5
25,12,0,0,3.320936455,0.755376543,Multiple,,LIQUID,43.5
41,12,0,0,3.320936455,0.755376543,Multiple,,SC,40.1
74,12,0,0,3.320936455,0.755376543,Multiple,,SC,45.1
125,12,0,0,3.320936455,0.755376543,Multiple,,SC,52.5
25,17.4,0,0,3.320936455,0.755376543,Multiple,,LIQUID,40.2
41,17.4,0,0,3.320936455,0.755376543,Multiple,,SC,35.2
74,17.4,0,0,3.320936455,0.755376543,Multiple,,SC,41.3
125,17.4,0,0,3.320936455,0.755376543,Multiple,,SC,45.7
25,27,0,0,3.320936455,0.755376543,Multiple,,LIQUID,37.5
41,27,0,0,3.320936455,0.755376543,Multiple,,SC,34.2
74,27,0,0,3.320936455,0.755376543,Multiple,,SC,38.9
125,27,0,0,3.320936455,0.755376543,Multiple,,SC,41.6
27,24.01,0,0,0.085,0,NaCl,0.09511,LIQUID,26
27,20.5,0,0,0.085,0,NaCl,0.11448,LIQUID,25.77
27,17.5,0,0,0.085,0,NaCl,0.1346,LIQUID,25.73
27,12,0,0,0.085,0,NaCl,0.18699,LIQUID,26.72
27,10.65,0,0,0.085,0,NaCl,0.20601,LIQUID,27.93
27,8.22,0,0,0.085,0,NaCl,0.25835,LIQUID,27.53
27,6.85,0,0,0.085,0,NaCl,0.32729,GAS,27.51
27,6.1,0,0,0.085,0,NaCl,0.82545,GAS,33.37
27,4.8,0,0,0.085,0,NaCl,0.89161,GAS,37.75
27,24.75,0,0,0.87,0,NaCl,0.11574,LIQUID,27.53
27,19.47,0,0,0.87,0,NaCl,0.14658,LIQUID,27.52
27,16.39,0,0,0.87,0,NaCl,0.16897,LIQUID,28.77
27,12.6,0,0,0.87,0,NaCl,0.20561,LIQUID,27.88
27,10.97,0,0,0.87,0,NaCl,0.22739,LIQUID,29.4
27,9.5,0,0,0.87,0,NaCl,0.25207,LIQUID,29.15
27,8.2,0,0,0.87,0,NaCl,0.28519,LIQUID,28.8
27,6.85,0,0,0.87,0,NaCl,0.35327,GAS,28.21
27,6.03,0,0,0.87,0,NaCl,0.85714,GAS,35.43
27,5.27,0,0,0.87,0,NaCl,0.89961,GAS,38.38
27,22.6,0,0,1.79,0,NaCl,0.15573,LIQUID,28.32
27,20.6,0,0,1.79,0,NaCl,0.16755,LIQUID,28.16
27,15.19,0,0,1.79,0,NaCl,0.20794,LIQUID,27.54
27,12.7,0,0,1.79,0,NaCl,0.23333,LIQUID,27
27,10.9,0,0,1.79,0,NaCl,0.25624,LIQUID,30.05
27,9.3,0,0,1.79,0,NaCl,0.2862,LIQUID,28.23
27,8.15,0,0,1.79,0,NaCl,0.31605,LIQUID,26.65
27,6.92,0,0,1.79,0,NaCl,0.37705,GAS,30.3
27,24.55,0,0,2.75,0,NaCl,0.17355,LIQUID,30.02
27,22.55,0,0,2.75,0,NaCl,0.18415,LIQUID,29.78
27,20.2,0,0,2.75,0,NaCl,0.1981,LIQUID,29.58
27,17.61,0,0,2.75,0,NaCl,0.21595,LIQUID,29.79
27,14.74,0,0,2.75,0,NaCl,0.23977,LIQUID,30.29
27,12.36,0,0,2.75,0,NaCl,0.26565,LIQUID,29.67
27,10.73,0,0,2.75,0,NaCl,0.28745,LIQUID,29.26
27,8.2,0,0,2.75,0,NaCl,0.34214,LIQUID,30.64
71,24.27,0,0,0.085,0,NaCl,0.30175,SC,24.78
71,20.7,0,0,0.085,0,NaCl,0.35566,SC,26.78
71,17.5,0,0,0.085,0,NaCl,0.4303,SC,26.52
71,14.29,0,0,0.085,0,NaCl,0.55607,SC,29.24
71,11.98,0,0,0.085,0,NaCl,0.6788,SC,29.8
71,10.71,0,0,0.085,0,NaCl,0.7411,SC,30.3
71,9.13,0,0,0.085,0,NaCl,0.80535,SC,32.59
71,6.77,0,0,0.085,0,NaCl,0.8778,LIQUID,37.5
71,6.17,0,0,0.085,0,NaCl,0.89349,LIQUID,39.5
71,5.11,0,0,0.085,0,NaCl,0.917336,LIQUID,41.13
71,25.26,0,0,0.87,0,NaCl,0.29453,SC,27.13
71,22.51,0,0,0.87,0,NaCl,0.33095,SC,27.59
71,19.72,0,0,0.87,0,NaCl,0.38023,SC,28.18
71,16.67,0,0,0.87,0,NaCl,0.46158,SC,27.74
71,13.5,0,0,0.87,0,NaCl,0.60195,SC,28.09
71,9.56,0,0,0.87,0,NaCl,0.79328,SC,32.5
71,8.1,0,0,0.87,0,NaCl,0.8427,SC,37.54
71,6.65,0,0,0.87,0,NaCl,0.88467,LIQUID,40.96
71,5.99,0,0,0.87,0,NaCl,0.90097,LIQUID,41.79
71,24.6,0,0,1.79,0,NaCl,0.32956,SC,28.67
71,22.55,0,0,1.79,0,NaCl,0.35747,SC,29.69
71,20.1,0,0,1.79,0,NaCl,0.39975,SC,29.04
71,17.55,0,0,1.79,0,NaCl,0.46108,SC,29.25
71,15.1,0,0,1.79,0,NaCl,0.55028,SC,30.04
71,13.05,0,0,1.79,0,NaCl,0.65389,SC,32.15
71,11.4,0,0,1.79,0,NaCl,0.74081,SC,33.54
71,9.5,0,0,1.79,0,NaCl,0.82368,SC,36.66
71,8.2,0,0,1.79,0,NaCl,0.86877,SC,39.45
71,6.77,0,0,1.79,0,NaCl,0.90993,LIQUID,42.68
71,6.18,0,0,1.79,0,NaCl,0.92524,LIQUID,44.92
71,5.07,0,0,1.79,0,NaCl,0.950846,LIQUID,46.77
71,23.2,0,0,2.75,0,NaCl,0.37304,SC,29.96
71,20.47,0,0,2.75,0,NaCl,0.41879,SC,29.95
71,17.45,0,0,2.75,0,NaCl,0.49061,SC,29.19
71,14.93,0,0,2.75,0,NaCl,0.58595,SC,30.19
71,12.1,0,0,2.75,0,NaCl,0.73179,SC,33.87
71,10.78,0,0,2.75,0,NaCl,0.79708,SC,35.95
71,9.4,0,0,2.75,0,NaCl,0.8547,SC,38.29
71,8.21,0,0,2.75,0,NaCl,0.89557,SC,40.54
71,6.77,0,0,2.75,0,NaCl,0.9373,LIQUID,43.79
71,6.22,0,0,2.75,0,NaCl,0.95167,LIQUID,44.79
71,5.11,0,0,2.75,0,NaCl,0.977436,LIQUID,47.87
100,23.6,0,0,0.085,0,NaCl,0.42133,SC,26.03
100,22.62,0,0,0.085,0,NaCl,0.4408,SC,26.14
100,20.23,0,0,0.085,0,NaCl,0.4952,SC,26.98
